"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)"
"14:36:16:309","52701813896400"," 457.208","  97.300"," 3193"," 3100"," 3200","3200","  64.555","27356.962","7599.156","  60.794","25737.857","7149.405"," 90","0","   3.923","1716.651"," 476.848","  45.000","    0"
"14:36:16:409","52702044735638"," 457.308","  99.390"," 3193"," 3100"," 3200","3200","  66.104","27363.585","7600.996","  62.196","25744.089","7151.136"," 91","0","   3.951","1717.047"," 476.958","  45.000","    0"
"14:36:16:509","52702275228052"," 457.408","  94.146"," 3193"," 3100"," 3200","3200","  65.114","27370.099","7602.805","  61.890","25750.280","7152.856"," 91","0","   3.818","1717.429"," 477.064","  45.000","    0"
"14:36:16:610","52702506087828"," 457.509","  96.304"," 3193"," 3100"," 3200","3200","  65.155","27376.627","7604.619","  61.961","25756.489","7154.580"," 91","0","   3.846","1717.815"," 477.171","  45.000","    0"
"14:36:16:710","52702736967514"," 457.609","  99.369"," 3193"," 3100"," 3200","3200","  65.329","27383.174","7606.437","  61.980","25762.700","7156.305"," 91","0","   3.841","1718.200"," 477.278","  45.000","    0"
"14:36:16:810","52702967613826"," 457.709","  97.666"," 3193"," 3100"," 3200","3200","  64.479","27389.629","7608.230","  60.504","25768.757","7157.988"," 91","0","   3.911","1718.591"," 477.386","  45.000","    0"
"14:36:16:910","52703198416244"," 457.809","  95.943"," 3192"," 3100"," 3200","3200","  65.532","27396.193","7610.054","  62.132","25774.981","7159.717"," 89","0","   3.816","1718.973"," 477.493","  45.000","  350"
"14:36:17:010","52703429097118"," 457.909","  97.172"," 3193"," 3100"," 3200","3200","  65.632","27402.764","7611.879","  61.504","25781.139","7161.427"," 90","0","   3.935","1719.367"," 477.602","  45.000","    0"
"14:36:17:110","52703659895712"," 458.009","  95.266"," 3193"," 3100"," 3200","3200","  64.255","27409.201","7613.667","  60.869","25787.236","7163.121"," 91","0","   3.797","1719.748"," 477.708","  45.000","    0"
"14:36:17:210","52703890391368"," 458.109","  99.445"," 3193"," 3100"," 3200","3200","  65.804","27415.784","7615.496","  62.246","25793.463","7164.851"," 91","0","   3.920","1720.140"," 477.817","  45.000","    0"
"14:36:17:311","52704121262010"," 458.210","  97.394"," 3193"," 3100"," 3200","3200","  65.695","27422.367","7617.324","  62.430","25799.719","7166.589"," 91","0","   3.785","1720.519"," 477.922","  45.000","    0"
"14:36:17:411","52704352204442"," 458.310","  96.699"," 3193"," 3100"," 3200","3200","  63.886","27428.771","7619.103","  60.192","25805.752","7168.265"," 90","0","   3.898","1720.910"," 478.030","  45.000","    0"
"14:36:17:511","52704582694924"," 458.410","  99.376"," 3138"," 3100"," 3200","3145","  63.224","27435.096","7620.860","  59.872","25811.742","7169.928"," 90","0","   3.891","1721.299"," 478.139","  45.000","    0"
"14:36:17:611","52704813480550"," 458.510","  96.901"," 3093"," 3000"," 3100","3100","  60.373","27441.143","7622.540","  57.210","25817.472","7171.520"," 90","0","   3.816","1721.681"," 478.245","  45.000","    0"
"14:36:17:711","52705044030634"," 458.610","  97.958"," 3093"," 3000"," 3100","3100","  59.952","27447.142","7624.206","  56.503","25823.126","7173.091"," 90","0","   3.806","1722.062"," 478.351","  45.000","    0"
"14:36:17:811","52705274698898"," 458.710","  99.195"," 3093"," 3000"," 3100","3100","  59.591","27453.108","7625.863","  54.960","25828.629","7174.619"," 89","0","   3.938","1722.456"," 478.460","  45.000","    0"
"14:36:17:911","52705505199652"," 458.810","  96.569"," 3093"," 3000"," 3100","3100","  60.423","27459.153","7627.543","  57.109","25834.342","7176.206"," 90","0","   3.798","1722.836"," 478.566","  45.000","    0"
"14:36:18:011","52705735717822"," 458.910","  97.605"," 3093"," 3000"," 3100","3100","  59.631","27465.119","7629.200","  55.905","25839.936","7177.760"," 89","0","   3.834","1723.220"," 478.672","  45.000","    0"
"14:36:18:111","52705966409394"," 459.011","  99.366"," 3093"," 3000"," 3100","3100","  60.481","27471.175","7630.882","  57.042","25845.647","7179.346"," 88","0","   3.887","1723.609"," 478.780","  45.000","  350"
"14:36:18:212","52706197209908"," 459.111","  97.410"," 3093"," 3000"," 3100","3100","  59.874","27477.173","7632.548","  56.530","25851.310","7180.919"," 90","0","   3.843","1723.994"," 478.887","  45.000","    0"
"14:36:18:312","52706428106586"," 459.211","  99.391"," 3093"," 3000"," 3100","3100","  60.299","27483.216","7634.227","  56.973","25857.019","7182.505"," 90","0","   3.908","1724.386"," 478.996","  45.000","    0"
